fas_id,course_code,course_title,department,professor,semester,year,term,rating,rating_fas_mean,materials_rating,assignments_rating,feedback_rating,section_rating,instructor_rating,lectures_effective,instructor_accessible,generates_enthusiasm,facilitates_discussion,recommendation_rating,hours_per_week,num_students
156202,APCOMP 297R,Computational Science and Engineering Capstone Project 001,APCOMP,Pan,2025Spring,2025,Spring,2.32,4.26,2.44,2.4,2.31,2.5,2.05,2.63,1.79,2.67,2.27,2.26,6.53,36
156211,COMPSCI 224,Algorithms for Data Science 001,COMPSCI,Chen,2023Fall,2023,Fall,4.46,4.21,4.7,4.29,4.5,4.73,4.64,4.5,4.92,4.79,4.76,4.32,9.04,31
156211,COMPSCI 2243,Algorithms for Data Science 001,COMPSCI,Chen,2024Fall,2024,Fall,4.5,4.24,4.4,4.22,4.29,4.33,4.5,4.5,4.75,4.5,4.6,4.5,9.44,14
156219,ENG-SCI 291,Nano Micro Macro: Adaptive Material Laboratory 001,ENG-SCI,Aizenberg,2023Fall,2023,Fall,3.64,4.21,4.0,3.55,3.1,3.17,4.5,4.38,4.2,4.63,4.29,3.45,7.55,14
156219,ENG-SCI 291,Nano Micro Macro: Adaptive Material Laboratory 001,ENG-SCI,Grinham,2023Fall,2023,Fall,3.64,4.21,4.0,3.55,3.1,3.17,4.3,4.3,4.25,4.1,4.11,3.45,7.55,14
156227,MODMDEST 158A,Modern Arabic Literature Seminar: Displacements in Mod. Arabic Lit.: An Introduction 001,MODMDEST,Uthman,2024Fall,2024,Fall,4.8,4.24,4.9,4.8,4.8,4.5,4.8,4.7,4.7,4.7,4.7,4.7,6.33,10
156241,FRSEMR 34V,Broadway Musicals: History and Performance 001,FYSEMR,Oja,2023Spring,2023,Spring,5.0,4.22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.75,6
156241,FYSEMR 34V,"Broadway Musicals:  History , Race, and Performance 001",FYSEMR,Oja,2024Spring,2024,Spring,4.75,4.25,4.8,5.0,4.8,5.0,5.0,5.0,4.5,5.0,5.0,4.75,2.8,10
156250,RELIGION 1497,Evangelicalism in America 01,RELIGION,Brekus,2022Fall,2022,Fall,4.8,4.2,4.8,4.8,4.8,5.0,5.0,5.0,5.0,5.0,4.89,4.7,4.5,13
156258,RELIGION 1462,Catholicism in America 1,RELIGION,Brekus,2023Fall,2023,Fall,4.5,4.21,4.5,4.67,4.5,5.0,4.67,4.5,5.0,4.67,5.0,4.5,5.67,8
156263,SOC-STD 98PV,The Critical Theory of the Frankfurt School 001,SOC-STD,Clavey,2022Fall,2022,Fall,5.0,4.2,5.0,4.83,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,6.17,9
156263,SOC-STD 98PV,The Critical Theory of the Frankfurt School 001,SOC-STD,Clavey,2024Fall,2024,Fall,5.0,4.24,5.0,4.71,5.0,5.0,5.0,5.0,4.86,5.0,5.0,5.0,7.29,10
156287,ENG-SCI 111,Introduction to Scientific Computing 001,ENG-SCI,Iams,2022Fall,2022,Fall,3.57,4.2,3.39,3.48,3.74,4.5,3.83,3.65,4.57,3.75,3.96,3.61,10.61,36
156287,ENG-SCI 111,Introduction to Scientific Computing 001,ENG-SCI,Iams,2023Fall,2023,Fall,4.25,4.21,4.0,4.13,4.38,5.0,4.38,4.25,4.38,4.5,4.75,4.25,10.75,10
156288,ENG-SCI 121,Introduction to Optimization: Models and Methods 001,ENG-SCI,Levine,2022Fall,2022,Fall,4.34,4.2,4.4,4.19,3.6,3.31,4.72,4.43,4.6,4.71,4.71,4.28,8.16,82
156288,ENG-SCI 121,Introduction to Optimization: Models and Methods 001,ENG-SCI,Levine,2023Fall,2023,Fall,4.53,4.21,4.43,4.5,3.94,4.64,4.85,4.66,4.7,4.79,4.84,4.55,6.69,75
156288,ENG-SCI 121,Introduction to Optimization: Models and Methods 001,ENG-SCI,Weber,2024Fall,2024,Fall,4.22,4.24,4.1,4.25,3.63,3.88,3.57,3.26,3.62,3.47,3.59,4.42,7.78,74
156296,RELIGION 1590,Issues in the Study of Native American Religion 01,RELIGION,Braude,2022Fall,2022,Fall,4.5,4.2,4.5,4.75,4.0,5.0,4.5,4.33,4.75,4.5,4.5,4.5,5.25,6
156305,LATIN 106B,Virgil's Aeneid 001,LATIN,Thomas,2024Fall,2024,Fall,4.67,4.24,4.92,4.83,4.64,4.86,4.82,4.73,5.0,4.91,4.55,4.67,6.0,13
156313,CLS-STDY 112,Regional Study: Macedonia 001,CLS-STDY,Kosmin,2023Spring,2023,Spring,4.75,4.22,4.5,4.75,3.8,5.0,5.0,5.0,5.0,5.0,5.0,4.75,3.88,10
156313,CLS-STDY 112,Regional Study: Macedonia 001,CLS-STDY,Dench,2023Spring,2023,Spring,4.75,4.22,4.5,4.75,3.8,5.0,5.0,5.0,5.0,5.0,5.0,4.75,3.88,10
156313,CLS-STDY 112,Regional Study: Macedonia 001,CLS-STDY,Kosmin,2024Spring,2024,Spring,4.5,4.25,4.17,4.33,3.67,5.0,5.0,4.83,4.67,5.0,5.0,4.67,4.67,12
156313,CLS-STDY 112,Regional Study: Macedonia 001,CLS-STDY,Dench,2024Spring,2024,Spring,4.5,4.25,4.17,4.33,3.67,5.0,5.0,4.83,4.67,5.0,5.0,4.67,4.67,12
156313,CLS-STDY 112,Regional Study: Sicily 001,CLS-STDY,Andrews,2025Spring,2025,Spring,4.4,4.26,3.9,4.1,3.78,5.0,4.3,4.6,4.56,4.7,4.7,4.6,4.6,11
156351,SOCIOL 1161,Mixed Methods Research in Sociology 001,SOCIOL,LeBeau,2025Spring,2025,Spring,4.43,4.26,4.0,4.43,4.71,5.0,4.43,4.43,4.71,4.71,4.71,4.43,6.86,11
156356,ECON 1759,The Financial System and the Central Bank 001,ECON,Stein,2023Spring,2023,Spring,4.41,4.22,4.53,3.88,2.58,3.14,4.97,4.83,4.66,4.97,4.85,4.29,5.69,42
156356,ECON 1759,The Financial System and the Central Bank 001,ECON,Stein,2024Spring,2024,Spring,4.53,4.25,4.2,4.13,3.03,3.92,4.86,4.86,4.36,4.86,4.88,4.52,4.76,124
156356,ECON 1759,The Financial System and the Central Bank 001,ECON,Stein,2025Spring,2025,Spring,4.38,4.26,4.17,4.09,3.59,3.81,4.7,4.64,4.49,4.75,4.73,4.38,4.78,191
156370,ECON 980CC,Readings on Market Imperfections and Implications for Government Intervention 001,ECON,Hendren,2023Spring,2023,Spring,5.0,4.22,4.83,4.33,4.5,5.0,5.0,5.0,4.5,5.0,5.0,4.33,7.83,10
156371,ECON 2035,Psychology and Economic Theory 001,ECON,Rabin,2022Fall,2022,Fall,4.2,4.2,4.2,4.0,4.2,5.0,4.4,3.8,4.8,4.8,4.6,4.4,14.0,8
156371,ECON 2035,Psychology and Economic Theory 001,ECON,Rabin,2023Fall,2023,Fall,4.5,4.21,4.83,4.67,5.0,5.0,4.83,4.6,5.0,4.6,4.8,4.17,13.17,9
156390,ANTHRO 1836AR,Sensory Ethnography 1 001,ANTHRO,Castaing-Taylor,2024Spring,2024,Spring,4.0,4.25,4.33,4.0,3.33,4.67,4.33,4.0,4.0,4.33,3.33,4.33,16.67,9
156390,ANTHRO 1836AR,Sensory Ethnography 1 001,ANTHRO,Paravel,2024Spring,2024,Spring,4.0,4.25,4.33,4.0,3.33,4.67,4.67,4.67,5.0,5.0,4.0,4.33,16.67,9
156395,CHEM 155,Advanced Inorganic Chemistry II 001,CHEM,Betley,2022Fall,2022,Fall,4.8,4.2,4.8,4.8,4.8,5.0,5.0,5.0,5.0,5.0,5.0,4.8,9.0,6
156395,CHEM 155,Advanced Inorganic Chemistry II LEC,CHEM,Betley,2024Fall,2024,Fall,4.53,4.24,4.42,4.53,3.26,4.83,4.89,4.78,4.89,4.94,4.8,4.53,6.11,26
156425,STAT 120,Introduction to Bayesian Inference and Applications 001,STAT,Kou,2022Fall,2022,Fall,4.25,4.2,4.25,4.06,3.88,3.38,4.39,4.29,4.21,4.45,4.0,4.28,8.07,40
156425,STAT 120,Introduction to Bayesian Inference and Applications 001,STAT,Kou,2024Fall,2024,Fall,4.83,4.24,5.0,5.0,4.6,4.33,4.83,4.33,4.67,4.5,4.83,4.67,7.83,15
156427,ENG-SCI 115,Mathematical Modeling 001,ENG-SCI,Kuang,2023Spring,2023,Spring,3.59,4.22,3.6,3.53,3.87,4.18,4.03,3.65,4.57,4.36,4.32,3.72,6.66,115
156427,ENG-SCI 115,Mathematical Modeling 001,ENG-SCI,Brenner,2024Spring,2024,Spring,3.88,4.25,3.77,3.44,3.98,3.71,4.35,4.2,4.21,4.8,4.42,3.98,6.79,88
156427,ENG-SCI 115,Mathematical Modeling 001,ENG-SCI,Brenner,2024Fall,2024,Fall,3.5,4.24,3.82,3.64,3.25,3.19,3.93,3.81,3.89,4.44,4.2,3.79,6.96,47
156427,ENG-SCI 115,Mathematical Modeling 001,ENG-SCI,Kuang,2025Spring,2025,Spring,4.36,4.26,4.12,3.88,4.27,4.17,4.73,4.46,4.63,4.68,4.74,4.19,7.75,44
156433,RELIGION 47,Christian Ethics and Modern Society 001,RELIGION,Lockwood,2023Spring,2023,Spring,4.78,4.22,4.78,4.56,4.78,5.0,4.89,4.78,4.89,4.67,4.75,4.75,4.0,12
156433,RELIGION 47,Christian Ethics and Modern Society 1,RELIGION,Lockwood,2025Spring,2025,Spring,5.0,4.26,4.9,4.7,4.5,4.6,5.0,4.9,4.9,4.9,5.0,4.9,4.44,12
156435,GOV 2097,Conservatism and its Critics 001,GOV,Nelson,2024Fall,2024,Fall,4.3,4.24,4.1,4.0,3.0,4.0,4.6,4.33,3.11,4.3,4.2,4.1,8.44,14
156438,GOV 2213,Comparative Politics of Post-Socialism 001,GOV,Colton,2023Fall,2023,Fall,4.0,4.21,4.0,3.6,4.4,3.5,4.0,4.0,3.6,3.8,3.5,4.0,8.75,12
156438,GOV 2213,Comparative Politics of Post-Socialism 001,GOV,Ekiert,2023Fall,2023,Fall,4.0,4.21,4.0,3.6,4.4,3.5,4.6,4.6,4.4,4.6,4.75,4.0,8.75,12
156438,GOV 2213,Comparative Politics of Post-Socialism 001,GOV,Ekiert,2024Fall,2024,Fall,3.43,4.24,3.29,3.71,3.2,4.0,4.14,4.14,4.17,3.86,4.29,3.5,6.29,9
156438,GOV 2213,Comparative Politics of Post-Socialism 001,GOV,Colton,2024Fall,2024,Fall,3.43,4.24,3.29,3.71,3.2,4.0,3.86,3.57,4.14,3.57,4.29,3.5,6.29,9
156449,FRSEMR 26O,Changing Our Mind: Evolving Thoughts on Brain Regeneration 001,FRSEMR,Arlotta,2022Fall,2022,Fall,4.7,4.2,4.0,4.86,4.5,5.0,5.0,4.8,4.56,5.0,4.9,4.67,1.0,15
156450,FYSEMR 26K,"Transformative Ideas in Brain Science: War, technology, and disease pioneered discovery 01",FYSEMR,Macklis,2023Fall,2023,Fall,4.62,4.21,4.54,4.62,4.46,4.75,4.92,4.62,4.69,4.85,4.75,4.5,3.42,14
156452,STAT 212,Probability II 001,STAT,Austern,2023Spring,2023,Spring,4.59,4.22,4.13,4.5,4.07,4.82,4.86,4.79,4.83,4.93,4.92,4.56,9.87,21
156452,STAT 212,Probability II 001,STAT,Austern,2024Spring,2024,Spring,4.68,4.25,4.55,4.59,4.33,4.69,5.0,4.95,4.8,5.0,5.0,4.55,8.9,29
156452,STAT 212,Probability II 001,STAT,Sellke,2025Spring,2025,Spring,4.1,4.26,4.15,4.0,3.89,3.81,4.37,4.16,4.53,4.47,4.27,4.1,11.8,31
156458,GOV 2340B,Proseminar on Inequality and Social Policy II 001,GOV,Hochschild,2023Spring,2023,Spring,4.8,4.22,4.2,4.4,4.6,5.0,5.0,4.6,5.0,5.0,5.0,5.0,7.67,9
156458,GOV 2340B,Proseminar on Inequality and Social Policy II 001,GOV,Hochschild,2025Spring,2025,Spring,3.0,4.26,3.0,3.5,2.5,0,3.0,2.6,3.67,3.4,2.4,3.33,18.0,10
156469,SLAVIC 185,18th-Century Russian Literature: Seminar 1,SLAVIC,Khitrova,2023Spring,2023,Spring,5.0,4.22,5.0,5.0,5.0,0,5.0,5.0,5.0,5.0,5.0,5.0,9.4,6
156469,SLAVIC 185,18th-Century Russian Literature: Seminar 001,SLAVIC,Khitrova,2024Fall,2024,Fall,5.0,4.24,5.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.2,6
156496,ESE 133,Atmospheric Chemistry 001,ESE,Jacob,2023Spring,2023,Spring,4.74,4.22,4.58,4.68,4.58,4.78,4.93,4.93,4.8,5.0,5.0,4.84,4.53,24
156496,ESE 133,Atmospheric Chemistry 001,ESE,Jacob,2024Spring,2024,Spring,4.63,4.25,4.25,4.38,4.25,4.5,4.63,4.63,4.63,4.75,5.0,4.63,5.38,13
156496,ESE 133,Atmospheric Chemistry 001,ESE,Jacob,2025Spring,2025,Spring,4.7,4.26,4.6,4.5,4.4,4.33,4.88,4.88,4.88,4.88,4.88,4.7,6.22,11
156500,ESE 131,Introduction to Physical Oceanography and Climate 001,ESE,Tziperman,2024Spring,2024,Spring,5.0,4.25,4.82,4.73,4.09,4.22,5.0,4.8,4.7,4.9,5.0,4.6,7.4,21
156502,FRSEMR 41K,"Human Rights, Law and Advocacy 001",FRSEMR,Farbstein,2022Fall,2022,Fall,4.83,4.2,4.08,4.67,4.82,5.0,5.0,4.91,4.92,5.0,5.0,4.75,2.83,12
156515,CLASARCH 133,Augustus: An Archaeology of Imperial Power 001,CLASARCH,Staehli,2024Fall,2024,Fall,4.5,4.24,4.33,5.0,5.0,5.0,4.5,4.33,4.0,4.33,4.33,4.5,4.0,7
156523,GOV 2372,Political Psychology 001,GOV,Enos,2023Fall,2023,Fall,4.38,4.21,4.13,4.38,4.13,3.5,4.5,4.25,4.25,4.5,4.63,4.43,7.5,11
156548,ENG-SCI 158,Introduction to Optimal Control and Estimation 001,ENG-SCI,Yang,2023Fall,2023,Fall,4.86,4.21,5.0,4.29,4.71,4.5,4.86,4.86,5.0,5.0,5.0,4.57,6.86,10
156564,HIST 1993,Introduction to Digital History 001,HIST,Pizzorno,2022Fall,2022,Fall,4.67,4.2,4.33,4.5,4.5,4.33,4.83,4.5,4.67,5.0,4.83,4.83,8.0,11
156564,HIST 1993,Introduction to Digital History 01,HIST,Pizzorno,2024Fall,2024,Fall,4.57,4.24,4.67,4.86,4.17,5.0,4.83,4.67,5.0,4.83,4.83,4.86,8.0,8
156569,PSY 1454,Neuroscience Fiction: An Introduction to Cutting Edge Neuroscience through the Lens of Film and Tele 001,PSY,Alvarez,2022Fall,2022,Fall,5.0,4.2,4.92,5.0,4.83,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.75,13
156593,EASTD 271,"Language, Script, and Power in East Asia 01",EASTD,Park,2023Spring,2023,Spring,4.6,4.22,4.6,4.6,5.0,4.5,5.0,4.8,5.0,5.0,5.0,4.8,7.6,5
156593,EASTD 271,"Language, Script, and Power in East Asia 01",EASTD,Park,2024Spring,2024,Spring,4.33,4.25,4.33,4.17,4.67,5.0,4.67,4.5,4.83,4.83,4.67,4.33,9.67,7
156630,ENGLISH CIJR,Introduction to Journalism: Workshop 001,ENGLISH,Abramson,2022Fall,2022,Fall,4.2,4.2,4.8,4.2,3.4,5.0,4.4,4.2,4.0,4.6,5.0,4.4,5.4,9
156726,ENG-SCI 256,Informal Robotics 001,ENG-SCI,Hoberman,2024Spring,2024,Spring,4.57,4.25,4.43,4.57,4.67,4.0,4.86,5.0,4.71,5.0,5.0,4.43,7.57,9
156750,JAMAICAN AA,Elementary Jamaican Patois 001,JAMAICAN,Mugane,2023Fall,2023,Fall,5.0,4.21,4.86,5.0,5.0,5.0,0,0,0,0,0,5.0,1.6,10
156925,STAT 286,Causal Inference with Applications 001,STAT,Imai,2022Fall,2022,Fall,3.47,4.2,3.45,3.16,3.43,4.13,3.83,3.36,4.27,4.28,4.05,3.42,11.61,43
156925,STAT 286,Causal Inference with Applications 001,STAT,Imai,2023Fall,2023,Fall,4.08,4.21,4.04,4.0,4.42,4.9,4.35,3.9,4.5,4.47,4.44,3.96,11.32,36
156933,ESE 161,Applied Environmental Toxicology 001,ESE,Sunderland,2024Spring,2024,Spring,4.61,4.25,4.56,4.24,4.65,5.0,4.88,4.63,4.31,4.81,4.87,4.53,5.65,24
156933,ESE 161,Applied Environmental Toxicology 001,ESE,Sunderland,2025Spring,2025,Spring,4.61,4.26,4.56,4.33,4.39,5.0,4.93,4.87,4.6,5.0,4.87,4.78,7.53,25
156936,COMPSCI 282R,Topics in Machine Learning: Inverse Problems in Reinforcement Learning-with healthcare applications 001,COMPSCI,Doshi-Velez,2023Fall,2023,Fall,4.69,4.21,4.59,4.33,4.52,4.56,4.79,4.85,4.41,4.74,4.78,4.66,7.68,43
156936,COMPSCI 2822R,Topics in Machine Learning: Computational Properties in Interpretable Machine Learning 001,COMPSCI,Doshi-Velez,2024Fall,2024,Fall,3.71,4.24,3.8,3.68,3.21,3.78,4.25,4.29,3.82,4.38,4.57,3.82,6.04,80
156944,PORTUG 15,Intensive Beginning Portuguese: A Pathway to Luso-Brazilian Cultures 001,PORTUG,Soares,2024Spring,2024,Spring,5.0,4.25,4.71,4.86,4.86,5.0,0,0,0,0,0,4.86,3.0,7
156947,ENG-SCI 24,Flavor Molecules of Food Fermentation: Exploration and Inquiry 001,ENG-SCI,Sorensen,2023Spring,2023,Spring,5.0,4.22,4.53,4.53,4.71,5.0,5.0,4.88,5.0,5.0,5.0,5.0,2.35,21
156947,ENG-SCI 24,Flavor Molecules of Food Fermentation: Exploration and Inquiry 001,ENG-SCI,Sorensen,2024Spring,2024,Spring,4.67,4.25,4.69,4.57,4.29,5.0,4.77,4.69,4.85,4.85,4.92,4.93,2.64,19
156947,ENG-SCI 24,Flavor Molecules of Food Fermentation: Exploration and Inquiry 001,ENG-SCI,Sorensen,2025Spring,2025,Spring,4.82,4.26,4.64,4.36,4.64,4.6,4.9,5.0,5.0,5.0,5.0,4.73,3.6,19
156950,MCB 350,Scientific Integrity 001,MCB,Uchida,2024Fall,2024,Fall,5.0,4.24,0,0,0,0,5.0,0,0,0,0,0,0,13
156950,MCB 350,Scientific Integrity 001,MCB,Kehayova,2024Fall,2024,Fall,5.0,4.24,0,0,0,0,5.0,0,0,0,0,0,0,13
156952,MCB 352,Microscopy 001,MCB,Lichtman,2024Spring,2024,Spring,4.8,4.25,4.8,0,0,0,4.75,4.67,4.5,4.75,5.0,4.6,1.0,12
156952,MCB 352,Microscopy 001,MCB,Richardson,2024Spring,2024,Spring,4.8,4.25,4.8,0,0,0,4.4,4.2,4.0,4.4,4.5,4.6,1.0,12
159550,GENED 1145,Global Japanese Cinema 001,GENED,Zahlten,2023Fall,2023,Fall,4.43,4.21,4.1,4.46,4.51,4.22,4.76,4.69,4.56,4.78,4.82,4.33,4.33,53
159550,GENED 1145,Global Japanese Cinema 001,GENED,Zahlten,2024Fall,2024,Fall,4.27,4.24,4.32,3.68,3.86,3.95,4.55,4.4,4.74,4.55,4.59,4.14,4.9,28
159551,EAFM 111,East Asian Media Studies 001,EAFM,Zahlten,2024Spring,2024,Spring,4.73,4.25,4.73,4.64,4.45,3.73,4.89,4.89,4.89,4.88,4.89,4.64,3.82,19
159555,HIST 1937,Social Revolutions in Latin America 01,HIST,de_la_Fuente,2024Fall,2024,Fall,4.94,4.24,4.83,4.72,5.0,5.0,5.0,4.89,5.0,5.0,5.0,4.94,8.78,18
159556,HIST 1924,"Violence and Healing, Pandemics and Everyday Life: Mental Health and Illness in Africa 01",HIST,Akyeampong,2024Fall,2024,Fall,4.75,4.24,4.63,4.5,4.38,5.0,4.86,5.0,4.57,5.0,5.0,4.75,7.43,9
159556,HIST 1924,"Violence and Healing, Pandemics and Everyday Life: Mental Health and Illness in Africa 01",HIST,Raviola,2024Fall,2024,Fall,4.75,4.24,4.63,4.5,4.38,5.0,4.88,5.0,4.63,5.0,5.0,4.75,7.43,9
159563,HIST 2638,Readings in Modern Chinese History: Proseminar 001,HIST,Ghosh,2022Fall,2022,Fall,4.45,4.2,4.73,4.82,4.82,4.75,4.91,4.89,5.0,5.0,4.91,4.27,9.4,16
159565,HEB 1290,"Genes, Mind, and Culture 001",HEB,Henrich,2024Spring,2024,Spring,4.67,4.25,4.83,4.67,4.4,5.0,5.0,4.83,4.5,4.5,4.83,4.83,4.2,9
159566,MCB 290B,"Current Topics in Molecular, Cellular and Organismal Biology 001",MCB,Denic,2023Spring,2023,Spring,2.0,4.22,2.0,2.0,2.0,0,2.17,2.75,2.5,2.17,2.5,2.0,1.33,15
159566,MCB 290B,"Current Topics in Molecular, Cellular and Organismal Biology 001",MCB,Muindi,2023Spring,2023,Spring,2.0,4.22,2.0,2.0,2.0,0,0,0,0,0,0,2.0,1.33,15
159593,HIST 1039,First Empires: Power and Propaganda in the Ancient World 01,HIST,Pizzorno,2024Spring,2024,Spring,4.22,4.25,4.56,4.22,4.11,5.0,4.63,4.38,4.5,4.75,4.5,4.33,3.5,11
159595,JAPAN 120A,Intermediate Japanese I 001,JAPAN,Takehara,2022Fall,2022,Fall,3.83,4.2,4.33,4.0,4.5,4.17,4.33,4.33,4.67,4.17,4.33,4.0,6.8,10
159595,JAPAN 120A,Intermediate Japanese I 001,JAPAN,Takehara,2023Fall,2023,Fall,4.89,4.21,4.89,4.56,5.0,4.89,4.89,4.89,5.0,5.0,5.0,4.78,7.5,11
159595,JAPAN 120A,Intermediate Japanese I 001,JAPAN,Sakomura,2024Fall,2024,Fall,4.5,4.24,4.75,3.75,4.75,3.75,5.0,5.0,5.0,5.0,5.0,4.5,8.75,7
159596,JAPAN 120B,Intermediate Japanese I 002,JAPAN,Takehara,2023Spring,2023,Spring,4.0,4.22,4.4,3.8,4.0,4.0,4.2,4.4,4.4,4.2,4.4,4.2,6.2,7
159596,JAPAN 120B,Intermediate Japanese I 001,JAPAN,Takehara,2024Spring,2024,Spring,4.8,4.25,4.8,4.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,7.4,9
159596,JAPAN 120B,Intermediate Japanese I 001,JAPAN,Sakomura,2025Spring,2025,Spring,4.92,4.26,4.69,4.62,4.77,4.77,5.0,5.0,5.0,5.0,5.0,4.85,7.0,13
159614,HLTHPOL 2000B,Core Course in Health Policy 001,HLTHPOL,Rosenthal,2023Spring,2023,Spring,3.17,4.22,2.83,2.83,3.67,0,4.67,4.6,4.67,4.5,3.8,3.25,3.17,13
159614,HLTHPOL 2000B,Core Course in Health Policy 001,HLTHPOL,Rosenthal,2024Spring,2024,Spring,4.17,4.25,3.83,3.67,3.67,0,4.6,5.0,4.4,4.4,4.33,4.4,4.0,12
159614,HLTHPOL 2000B,Core Course in Health Policy 001,HLTHPOL,Landrum,2024Spring,2024,Spring,4.17,4.25,3.83,3.67,3.67,0,4.0,4.0,4.33,4.25,4.0,4.4,4.0,12
159614,HLTHPOL 2000B,Core Course in Health Policy 001,HLTHPOL,Landrum,2025Spring,2025,Spring,3.86,4.26,3.33,4.33,2.33,0,3.43,2.75,3.6,3.5,3.67,3.8,3.71,11
159619,E-PSCI 99B,Tutorial - Senior Year 001,E-PSCI,Anderson,2024Spring,2024,Spring,3.67,4.25,3.67,5.0,3.67,5.0,5.0,4.0,5.0,5.0,5.0,3.67,13.0,5
159619,E-PSCI 99B,Tutorial - Senior Year 001,E-PSCI,James,2024Spring,2024,Spring,3.67,4.25,3.67,5.0,3.67,5.0,5.0,5.0,5.0,5.0,5.0,3.67,13.0,5
159619,E-PSCI 99B,Tutorial - Senior Year 001,E-PSCI,Anderson,2025Spring,2025,Spring,5.0,4.26,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0,6
159619,E-PSCI 99B,Tutorial - Senior Year 001,E-PSCI,James,2025Spring,2025,Spring,5.0,4.26,5.0,5.0,4.5,5.0,4.67,4.67,5.0,5.0,4.67,5.0,14.0,6
159620,RUSS AB,Elementary Russian II 002,RUSS,Pastushenkov,2025Spring,2025,Spring,5.0,4.26,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.5,6
159620,RUSS AB,Elementary Russian II 002,RUSS,Clancy,2025Spring,2025,Spring,5.0,4.26,5.0,4.5,5.0,5.0,0,0,0,0,0,5.0,7.5,6
159629,CHNSE 130A,Pre-Advanced Modern Chinese 001,CHNSE,Wang,2022Fall,2022,Fall,4.33,4.2,4.78,4.44,4.78,4.78,4.33,4.33,4.67,4.44,4.44,4.33,8.44,11
159629,CHNSE 130A,Pre-Advanced Modern Chinese 001,CHNSE,Yang,2023Fall,2023,Fall,4.14,4.21,4.57,4.14,4.86,4.43,4.67,4.67,4.83,4.67,4.5,4.33,5.6,10
159629,CHNSE 130A,Pre-Advanced Modern Chinese 001,CHNSE,Yang,2024Fall,2024,Fall,5.0,4.24,4.6,4.6,4.8,4.4,5.0,4.89,5.0,4.89,4.78,4.8,7.0,15
159631,CHNSE 130B,Pre-Advanced Modern Chinese 001,CHNSE,Wang,2023Spring,2023,Spring,4.5,4.22,4.67,4.67,5.0,4.8,4.75,4.5,5.0,4.75,4.75,4.33,7.5,11
159631,CHNSE 130B,Pre-Advanced Modern Chinese 001,CHNSE,Yang,2024Spring,2024,Spring,4.44,4.25,4.44,4.33,4.44,4.67,4.88,4.88,4.75,4.75,4.63,4.11,6.11,14
159631,CHNSE 130B,Pre-Advanced Modern Chinese 001,CHNSE,Yang,2025Spring,2025,Spring,4.8,4.26,5.0,5.0,4.4,5.0,5.0,5.0,5.0,5.0,5.0,4.8,7.2,8
159639,ECON 2010D,Economic Theory 001,ECON,Gabaix,2023Spring,2023,Spring,4.42,4.22,4.58,4.42,4.48,4.96,4.08,4.04,4.53,4.46,4.2,4.35,8.12,27
159639,ECON 2010D,Economic Theory 001,ECON,Straub,2023Spring,2023,Spring,4.42,4.22,4.58,4.42,4.48,4.96,4.96,5.0,4.83,4.96,4.86,4.35,8.12,27
159639,ECON 2010D,Economic Theory 001,ECON,Gabaix,2024Spring,2024,Spring,4.42,4.25,4.28,4.5,4.59,4.81,4.53,4.27,4.62,4.73,4.64,4.33,10.69,26
159639,ECON 2010D,Economic Theory 001,ECON,Bilal,2024Spring,2024,Spring,4.42,4.25,4.28,4.5,4.59,4.81,4.76,4.71,4.85,4.76,4.87,4.33,10.69,26
159639,ECON 2010D,Economic Theory 001,ECON,Straub,2025Spring,2025,Spring,4.37,4.26,4.58,4.47,4.67,4.71,5.0,5.0,4.82,5.0,5.0,4.12,11.29,31
159639,ECON 2010D,Economic Theory 001,ECON,Gabaix,2025Spring,2025,Spring,4.37,4.26,4.58,4.47,4.67,4.71,4.43,4.21,4.15,4.14,4.7,4.12,11.29,31
159651,MCB 99B,Laboratory Research for Honors Thesis 001,MCB,Brewster,2023Spring,2023,Spring,4.24,4.22,4.11,4.0,3.38,4.33,4.73,4.71,4.57,4.5,4.8,4.07,18.06,24
159651,MCB 99B,Laboratory Research for Honors Thesis 001,MCB,Mao,2023Spring,2023,Spring,4.24,4.22,4.11,4.0,3.38,4.33,4.4,4.67,4.63,3.83,4.33,4.07,18.06,24
159651,MCB 99B,Laboratory Research for Honors Thesis 001,MCB,Brewster,2024Spring,2024,Spring,3.71,4.25,3.55,4.0,4.5,0,4.25,4.56,4.3,4.63,4.8,3.55,14.93,19
159651,MCB 99B,Laboratory Research for Honors Thesis 001,MCB,Mao,2024Spring,2024,Spring,3.71,4.25,3.55,4.0,4.5,0,4.33,4.8,4.57,4.43,5.0,3.55,14.93,19
159651,MCB 99B,Laboratory Research for Honors Thesis 001,MCB,Brewster,2025Spring,2025,Spring,4.64,4.26,4.33,4.4,3.78,5.0,5.0,5.0,5.0,5.0,5.0,4.36,17.17,30
